#Trial: 50  Nodes(1-6) mA, sample number 
209, 1279, 1466, 146, 159, 1266, 1.0
495, 190, 281, 502, 28, 651, 2.0
1832, 97, 212, 1633, 1203, 8, 3.0
17, 235, 255, 636, 89, 359, 4.0
132, 48, 33, 167, 215, 843, 5.0
469, 732, 613, 243, 454, 539, 6.0
2285, 267, 596, 767, 32, 573, 7.0
1936, 26, 12, 2147, 2504, 95, 8.0
137, 25, 929, 760, 569, 37, 9.0
95, 34, 172, 149, 74, 1156, 10.0
89, 135, 229, 315, 57, 1105, 11.0
606, 67, 40, 640, 188, 153, 12.0
1812, 69, 124, 2161, 2090, 70, 13.0
427, 292, 497, 852, 696, 562, 14.0
707, 709, 1647, 1090, 336, 146, 15.0
194, 438, 45, 156, 162, 1698, 16.0
847, 1617, 372, 1012, 764, 848, 17.0
2287, 11, 21, 2117, 1799, 46, 18.0
713, 408, 593, 346, 6, 646, 19.0
116, 509, 33, 119, 171, 739, 20.0
59, 853, 1459, 29, 26, 2021, 21.0
1161, 2682, 2699, 80, 41, 1481, 22.0
1797, 520, 83, 1791, 1163, 5, 23.0
1253, 90, 14, 28, 813, 170, 24.0
1312, 690, 1295, 629, 671, 172, 25.0
25, 219, 1394, 4, 20, 1609, 26.0
1628, 185, 86, 422, 178, 22, 27.0
6, 54, 17, 332, 87, 465, 28.0
573, 625, 90, 275, 884, 142, 29.0
1046, 43, 23, 654, 512, 87, 30.0
75, 1036, 764, 31, 61, 676, 31.0
167, 637, 116, 763, 834, 722, 32.0
908, 352, 461, 1352, 1292, 168, 33.0
315, 24, 1, 1, 1380, 112, 34.0
660, 533, 1958, 180, 161, 98, 35.0
271, 591, 1283, 17, 46, 2693, 36.0
720, 434, 486, 352, 337, 499, 37.0
1811, 74, 16, 2089, 1471, 128, 38.0
329, 407, 415, 38, 341, 507, 39.0
226, 53, 64, 261, 550, 606, 40.0
67, 486, 866, 16, 159, 2044, 41.0
603, 2700, 781, 29, 138, 846, 42.0
2202, 34, 30, 1754, 524, 308, 43.0
188, 76, 145, 1297, 1373, 136, 44.0
342, 82, 552, 910, 504, 135, 45.0
69, 29, 446, 486, 191, 562, 46.0
123, 141, 28, 497, 114, 772, 47.0
705, 5, 7, 2683, 1021, 35, 48.0
31, 288, 132, 902, 287, 220, 49.0
48, 491, 132, 560, 26, 1092, 50.0
16, 2, 397, 39, 206, 611, 51.0
71, 67, 81, 1219, 335, 764, 52.0
957, 153, 97, 2646, 1527, 82, 53.0
479, 1030, 34, 2065, 103, 336, 54.0
46, 146, 1323, 101, 147, 956, 55.0
132, 1185, 231, 141, 288, 61, 56.0
142, 504, 102, 540, 475, 124, 57.0
1529, 219, 290, 71, 1048, 360, 58.0
247, 7, 93, 109, 105, 756, 59.0
63, 187, 2699, 151, 7, 1300, 60.0
70, 1758, 880, 275, 473, 77, 61.0
1301, 446, 1127, 1950, 222, 146, 62.0
2322, 448, 131, 2369, 2196, 306, 63.0
115, 78, 224, 422, 73, 232, 64.0
20, 307, 2232, 385, 58, 1658, 65.0
144, 1696, 13, 659, 117, 182, 66.0
103, 145, 263, 776, 1325, 646, 67.0
728, 99, 106, 1740, 2584, 26, 68.0
1189, 214, 835, 261, 99, 110, 69.0
307, 744, 2690, 324, 239, 1854, 70.0
214, 428, 585, 95, 219, 1805, 71.0
40, 207, 120, 143, 38, 489, 72.0
1468, 89, 40, 63, 1278, 16, 73.0
78, 844, 219, 128, 210, 52, 74.0
264, 2184, 399, 307, 126, 108, 75.0
101, 716, 1195, 25, 274, 22, 76.0
313, 239, 42, 72, 42, 171, 77.0
807, 79, 144, 406, 945, 177, 78.0
335, 39, 798, 57, 546, 535, 79.0
31, 602, 1610, 81, 5, 2371, 80.0
1492, 480, 2698, 429, 238, 497, 81.0
1100, 5, 29, 753, 2386, 174, 82.0
687, 129, 223, 446, 1845, 48, 83.0
676, 864, 1778, 132, 416, 613, 84.0
303, 1688, 1340, 32, 33, 1488, 85.0
382, 17, 565, 167, 451, 743, 86.0
102, 59, 65, 2435, 2682, 12, 87.0
1547, 23, 314, 312, 319, 163, 88.0
375, 569, 355, 129, 425, 4, 89.0
39, 972, 1121, 219, 7, 1555, 90.0
228, 257, 829, 638, 94, 378, 91.0
841, 145, 140, 1772, 34, 101, 92.0
1273, 515, 667, 262, 759, 238, 93.0
1459, 282, 1165, 1011, 956, 640, 94.0
73, 687, 2691, 30, 13, 2075, 95.0
1563, 49, 57, 1109, 791, 158, 96.0
2026, 29, 65, 2698, 2153, 23, 97.0
1165, 331, 291, 530, 312, 296, 98.0
203, 292, 32, 61, 173, 10, 99.0
68, 213, 12, 68, 19, 956, 100.0
1186, 696, 341, 1572, 189, 298, 101.0
1576, 27, 91, 1312, 1977, 78, 102.0
9, 157, 80, 151, 1102, 175, 103.0
351, 213, 23, 110, 87, 36, 104.0
228, 30, 321, 160, 82, 1289, 105.0
997, 639, 263, 33, 477, 529, 106.0
488, 357, 36, 820, 1458, 427, 107.0
597, 583, 799, 63, 371, 864, 108.0
366, 164, 2544, 139, 10, 1889, 109.0
78, 1394, 622, 115, 173, 59, 110.0
467, 114, 107, 61, 1, 284, 111.0
1401, 289, 277, 34, 1242, 211, 112.0
115, 678, 175, 163, 15, 42, 113.0
69, 586, 2696, 45, 19, 1130, 114.0
146, 1747, 1111, 261, 234, 516, 115.0
960, 199, 2, 808, 1419, 51, 116.0
