#Trial: 51  Nodes(1-6) mA, rpm 
3398, -850, 879, -3486, 3369, -820, 1.0
732, -2139, 2285, -732, 879, -2021, 2.0
850, -4102, 4131, -791, 879, -4014, 3.0
850, -1289, 1494, -820, 908, -1318, 4.0
3574, -703, 820, -3896, 3721, -527, 5.0
4014, -791, 908, -4072, 4043, -762, 6.0
850, -234, 879, -850, 732, -674, 7.0
645, -4043, 4131, -732, 703, -3867, 8.0
791, -2783, 2783, -879, 879, -2695, 9.0
2520, -674, 615, -2402, 2461, -850, 10.0
3516, -820, 820, -3779, 3691, -791, 11.0
703, -3047, 2930, -820, 703, -2959, 12.0
938, -4014, 4160, -938, 791, -4131, 13.0
410, -586, 615, -645, 557, -762, 14.0
4043, -908, 762, -4395, 4131, -703, 15.0
2344, -879, 820, -2432, 2314, -967, 16.0
732, -3604, 3574, -703, 674, -3281, 17.0
820, -4775, 5068, -967, 879, -4805, 18.0
908, -938, 1143, -732, 1025, -674, 19.0
3545, -674, 732, -3545, 3604, -820, 20.0
3457, -498, 439, -3721, 3604, -410, 21.0
850, -4541, 4512, -791, 938, -3984, 22.0
732, -4014, 4072, -908, 938, -4102, 23.0
762, -938, 1055, -850, 762, -938, 24.0
4160, -732, 674, -4160, 3926, -615, 25.0
4014, -762, 879, -4248, 4131, -791, 26.0
-293, -1641, 2109, 586, -264, -2256, 27.0
850, -4160, 4072, -557, 557, -4131, 28.0
850, -1729, 1934, -762, 1025, -1816, 29.0
4629, -791, 703, -4746, 4600, -820, 30.0
2520, -732, 879, -2549, 2490, -908, 31.0
820, -3311, 3105, -732, 762, -3105, 32.0
791, -3955, 4131, -967, 820, -4102, 33.0
498, -762, 938, -439, 469, -879, 34.0
4160, -439, 557, -4131, 4131, -645, 35.0
2813, -791, 938, -2783, 2842, -850, 36.0
615, -3896, 3691, -791, 850, -3809, 37.0
850, -4482, 4688, -938, 791, -4512, 38.0
1084, -967, 967, -1553, 1172, -615, 39.0
4160, -615, 615, -4189, 4219, -703, 40.0
996, -59, 0, -1260, 1172, 59, 41.0
615, -4189, 3896, -586, 703, -4043, 42.0
879, -3779, 3955, -879, 1025, -3809, 43.0
2666, -762, 820, -1875, 2607, -850, 44.0
4131, -732, 586, -5449, 4248, -557, 45.0
1172, -586, 732, -967, 938, -557, 46.0
498, -3984, 3896, -498, 820, -4043, 47.0
762, -4600, 3867, -762, 850, -4658, 48.0
1025, -1084, 1318, -674, 1143, -1143, 49.0
3779, -557, 703, -5039, 3779, -674, 50.0
967, -674, 938, -850, 1143, -674, 51.0
938, -4307, 3926, -498, 879, -4072, 52.0
820, -4629, 3896, -850, 1025, -4746, 53.0
2461, 703, 264, -2256, 2549, 264, 54.0
3867, -703, 879, -5039, 3838, -674, 55.0
2109, -732, 967, -2520, 2139, -820, 56.0
820, -3486, 3838, -586, 791, -3281, 57.0
762, -4775, 3867, -791, 938, -4805, 58.0
1963, -732, 732, -850, 1641, -557, 59.0
3984, -527, 879, -4629, 3838, -850, 60.0
1084, -352, 1318, -674, 908, -645, 61.0
820, -5303, 3926, -586, 850, -5068, 62.0
850, -3252, 2900, -645, 820, -3340, 63.0
2900, -645, 791, -2432, 3105, -850, 64.0
4277, -967, 967, -5508, 4336, -674, 65.0
820, -264, 1904, -674, 791, -762, 66.0
967, -4600, 3809, -615, 791, -4775, 67.0
703, -3721, 3281, -762, 674, -3721, 68.0
3633, -410, 703, -703, 3311, -791, 69.0
3838, -762, 439, -5508, 3809, -527, 70.0
1260, -557, 703, -1201, 1377, -732, 71.0
703, -4189, 4072, -850, 791, -4248, 72.0
850, -4102, 4072, -820, 820, -4102, 73.0
2256, 498, -1553, -2520, 2314, 264, 74.0
3984, -469, 527, -4277, 4043, -967, 75.0
2344, -938, 791, -2285, 2227, -967, 76.0
850, -3076, 2930, -762, 791, -2959, 77.0
791, -4395, 4307, -762, 850, -4336, 78.0
1084, -732, 645, -2842, 1084, -879, 79.0
4775, -791, 469, -3896, 4629, -762, 80.0
1318, -908, 498, -1348, 1436, -1377, 81.0
410, -3779, 4570, -703, 498, -3750, 82.0
674, -2988, 3838, -1025, 938, -3018, 83.0
967, -645, 820, -2021, 1406, -908, 84.0
4863, -732, 586, -4365, 4834, -850, 85.0
967, -1318, 674, -1055, 586, -1523, 86.0
439, -3896, 4805, -879, 879, -3779, 87.0
850, -3252, 4131, -791, 762, -3398, 88.0
586, -850, 527, -3750, 762, -791, 89.0
4893, -762, 820, -3809, 4951, -850, 90.0
645, -3047, 2227, -820, 938, -3047, 91.0
732, -4688, 5596, -762, 498, -4512, 92.0
88, -850, 703, -1729, 410, -703, 93.0
4453, -908, 439, -3896, 4746, -791, 94.0
3926, -557, 879, -3135, 3838, -557, 95.0
527, -3838, 527, -703, 762, -3662, 96.0
674, -3779, 4922, -996, 674, -3809, 97.0
762, -1201, 1553, -674, 908, -1260, 98.0
3281, -938, 586, -3809, 3545, -850, 99.0
4688, -908, 879, -3926, 4629, -967, 100.0
762, -3662, 3633, -850, 234, -3574, 101.0
645, -3809, 4805, -879, 469, -3750, 102.0
703, -1465, 1758, -557, 850, -1494, 103.0
3691, -674, 498, -4629, 3779, -879, 104.0
4951, -732, 732, -4160, 5068, -879, 105.0
938, -1348, 791, -996, 615, -1318, 106.0
439, -3750, 4746, -967, 850, -3750, 107.0
938, -2959, 4102, -762, 586, -2959, 108.0
1201, -615, 557, -3896, 1523, -850, 109.0
5361, -732, 498, -3838, 5361, -762, 110.0
703, -1553, 1055, -879, 674, -1787, 111.0
439, -3691, 4863, -820, 674, -3721, 112.0
732, -1846, 2402, -820, 732, -1348, 113.0
4717, -908, 703, -3750, 4629, -938, 114.0
4746, -879, 938, -3838, 4658, -967, 115.0
732, -1963, 645, -879, 732, -2051, 116.0
762, -3809, 5391, -938, 645, -3838, 117.0
703, -2373, 2871, -850, 615, -2285, 118.0
2871, -615, 586, -3955, 2754, -850, 119.0
4658, -820, 820, -3926, 4629, -908, 120.0
-234, -3281, 2695, 29, 0, -3135, 121.0
732, -3809, 4600, -791, 557, -3838, 122.0
674, -1377, 2168, -264, 732, -1758, 123.0
3340, -762, 586, -3867, 3105, -850, 124.0
4746, -820, 732, -3867, 4717, -703, 125.0
1523, -879, 645, -1582, 1582, -762, 126.0
