#Trial: 2  (x[g], y[g], z[g], 3D A_Vec, samples) 
-0.00994, 0.32792, 0.85059, 0.91166533229, 239.0
0.07696, 0.29303, 0.8235, 0.877463202932, 240.0
0.12927, 0.12038, 1.22946, 1.24208452567, 241.0
0.11101, -0.14763, 0.97227, 0.989659936493, 242.0
-0.05209, -0.1616, 0.47129, 0.500941306143, 243.0
0.05802, -0.40146, 1.58811, 1.63909420843, 244.0
-0.00018, -0.26763, 1.47442, 1.49851265784, 245.0
-0.02751, 0.02757, 1.00995, 1.01070070125, 246.0
-0.00354, 0.15205, 0.90583, 0.918509511655, 247.0
-0.07714, 0.21314, 0.88171, 0.91038001038, 248.0
-0.11191, 0.22088, 0.99596, 1.02627878479, 249.0
-0.0622, 0.17916, 1.20639, 1.2212059522, 250.0
-0.14594, -0.04651, 1.10761, 1.11815096288, 251.0
-0.04804, -0.37894, 1.05262, 1.11978222418, 252.0
0.1323, -0.15306, 0.97119, 0.992038643249, 253.0
0.04248, 0.1942, 1.05955, 1.07803728734, 254.0
-0.0104, 0.27102, 0.99181, 1.02822520709, 255.0
-0.01633, 0.19846, 0.84643, 0.869538259883, 256.0
-0.00034, 0.19636, 0.85007, 0.872454222352, 257.0
-0.03123, -0.19104, 1.01166, 1.03001337375, 258.0
-0.04044, -0.35721, 0.97654, 1.0406078749, 259.0
-0.01241, -0.1715, 0.83318, 0.850738015196, 260.0
-0.02266, -0.00443, 1.29313, 1.29333611153, 261.0
0.02873, 0.15881, 1.1513, 1.16255654443, 262.0
0.02199, 0.26657, 0.85148, 0.892502837755, 263.0
-0.08206, 0.23299, 0.91616, 0.94887687784, 264.0
-0.13203, 0.04766, 0.99775, 1.00757553513, 265.0
0.03783, -0.41142, 1.14752, 1.21963095882, 266.0
0.02908, -0.19008, 1.35646, 1.37002181895, 267.0
-0.13098, 0.29415, 1.01078, 1.06082806868, 268.0
-0.0424, 0.26864, 0.91067, 0.950413098868, 269.0
0.06334, 0.1631, 0.96681, 0.982514703045, 270.0
0.11407, 0.17937, 0.92678, 0.95084527143, 271.0
-0.0326, -0.15626, 0.94448, 0.957873905063, 272.0
-0.10797, -0.43689, 1.32474, 1.39909487191, 273.0
-0.0718, -0.19608, 0.85738, 0.882441539593, 274.0
-0.00575, 0.01294, 1.38031, 1.38038262891, 275.0
-0.00306, 0.17483, 1.16721, 1.18023475487, 276.0
-0.07104, 0.18348, 0.97308, 0.992772017333, 277.0
-0.0262, -0.2031, 1.40133, 1.41621390295, 278.0
0.11942, -0.30769, 1.22207, 1.26585518816, 279.0
-0.07418, 0.03632, 1.11958, 1.12262246156, 280.0
-0.12951, 0.21322, 1.21248, 1.23787857195, 281.0
-0.10473, 0.28636, 0.97388, 1.02049628951, 282.0
0.0017, 0.20906, 0.91356, 0.937177062886, 283.0
0.12802, 0.05749, 1.0506, 1.05993140368, 284.0
0.15583, -0.25789, 1.33107, 1.36474817673, 285.0
-0.12433, -0.27496, 0.84882, 0.900864220013, 286.0
-0.16433, -0.12196, 0.66361, 0.694447134489, 287.0
-0.04495, 0.10568, 0.99536, 1.00196322013, 288.0
0.05004, 0.26454, 0.927, 0.965305347131, 289.0
-0.03879, 0.21326, 0.87012, 0.896712499132, 290.0
-0.10529, 0.17537, 1.07838, 1.09760832969, 291.0
-0.13972, -0.01672, 1.13845, 1.1471136122, 292.0
-0.01656, -0.42206, 1.27832, 1.34629524979, 293.0
0.1675, -0.49259, 1.32119, 1.4199451307, 294.0
0.10888, -0.19496, 1.00026, 1.02488259015, 295.0
-0.07483, 0.04286, 1.18416, 1.18729584102, 296.0
-0.13349, 0.22562, 1.18486, 1.21351439386, 297.0
-0.08224, 0.26082, 0.96355, 1.00160825301, 298.0
0.02735, 0.17858, 0.97791, 0.994458046878, 299.0
0.10261, -0.0968, 1.14478, 1.15343846845, 300.0
-0.0784, -0.48131, 1.26992, 1.36033182808, 301.0
-0.11239, -0.25029, 1.28855, 1.31743603211, 302.0
-0.02157, 0.02824, 1.40236, 1.4028101554, 303.0
0.06203, 0.22321, 1.1158, 1.13959644831, 304.0
0.03442, 0.25085, 0.93357, 0.967296957402, 305.0
-0.05784, 0.19978, 0.93662, 0.959434488853, 306.0
-0.05208, -0.09434, 1.07589, 1.0812731635, 307.0
0.17141, -0.47508, 1.11507, 1.22411743693, 308.0
0.15429, -0.39419, 1.05178, 1.13376908081, 309.0
0.10123, -0.10529, 0.91984, 0.931364119236, 310.0
-0.07541, 0.13569, 1.25352, 1.26309573453, 311.0
-0.14807, 0.32155, 0.96957, 1.03217494268, 312.0
-0.05739, 0.26781, 0.91689, 0.956923758875, 313.0
0.04086, 0.17169, 0.9397, 0.956129220189, 314.0
0.18428, 0.0339, 1.15457, 1.16967525976, 315.0
0.06324, -0.16517, 1.11891, 1.1328018426, 316.0
-0.14248, -0.10678, 0.5331, 0.562048155232, 317.0
-0.03197, 0.08802, 0.83108, 0.836339385477, 318.0
0.05712, 0.30471, 0.81372, 0.870776157747, 319.0
-0.02139, 0.24282, 0.96228, 0.992674107097, 320.0
-0.11508, 0.1691, 1.06991, 1.08928675036, 321.0
-0.14633, 0.12177, 0.98311, 1.0013718959, 322.0
-0.0414, -0.2189, 1.34842, 1.36669955235, 323.0
0.1887, -0.40773, 1.0555, 1.1471406596, 324.0
0.20347, -0.18372, 0.80892, 0.854110441161, 325.0
0.09019, 0.00594, 0.78267, 0.787871720904, 326.0
-0.14556, 0.2374, 1.17125, 1.20389909714, 327.0
-0.13151, 0.32765, 0.89571, 0.962780248395, 328.0
-0.05561, 0.2655, 0.87664, 0.917649394758, 329.0
0.07086, 0.17156, 0.98557, 1.00289690303, 330.0
0.1074, 0.16603, 0.9628, 0.982896007165, 331.0
0.07243, -0.18712, 1.18804, 1.20486473967, 332.0
-0.17836, -0.42334, 1.03241, 1.1299997581, 333.0
-0.03068, 0.02704, 1.05262, 1.05341411059, 334.0
0.06488, 0.2648, 0.99758, 1.03416358029, 335.0
0.0139, 0.24913, 0.93419, 0.966938427719, 336.0
-0.10849, 0.16687, 0.98966, 1.00947639527, 337.0
-0.01417, -0.11799, 1.0413, 1.04805921541, 338.0
0.13099, -0.17486, 0.86649, 0.893610272882, 339.0
-0.06099, 0.15182, 0.94719, 0.961216931083, 340.0
-0.10268, 0.34045, 0.80055, 0.875973565469, 341.0
0.00823, 0.23828, 0.88903, 0.920445235851, 342.0
0.11423, 0.15887, 0.90166, 0.922647779708, 343.0
0.22136, -0.0382, 1.08147, 1.10455278303, 344.0
0.08108, -0.28367, 0.99809, 1.04078157334, 345.0
-0.12229, -0.17066, 0.67748, 0.709266402771, 346.0
-0.15739, -0.02712, 0.58402, 0.60546384442, 347.0
-0.10521, -0.02973, 0.9436, 0.949912615455, 348.0
-0.01571, 0.10896, 1.09203, 1.09756485303, 349.0
0.03098, 0.31096, 0.79526, 0.854455586675, 350.0
-0.03023, 0.24327, 0.84117, 0.876162721588, 351.0
-0.12583, 0.16182, 1.03382, 1.05394624801, 352.0
-0.20005, 0.00398, 1.07021, 1.08875400665, 353.0
-0.03723, -0.10354, 0.92151, 0.928055647362, 354.0
0.06306, -0.00346, 0.8799, 0.882163559211, 355.0
-0.14093, 0.25612, 1.1495, 1.1860897813, 356.0
-0.13289, 0.33232, 0.95715, 1.0218769285, 357.0
-0.04995, 0.27747, 0.88524, 0.929050300576, 358.0
0.05824, 0.17444, 1.00429, 1.02098952752, 359.0
0.10951, 0.17519, 0.97542, 0.997059753776, 360.0
0.10103, -0.15658, 1.12959, 1.14485716375, 361.0
-0.11573, -0.38425, 0.95044, 1.0316868173, 362.0
-0.11711, -0.1756, 0.75725, 0.786115560589, 363.0
-0.0948, -0.00821, 1.07054, 1.0747605946, 364.0
0.06797, 0.19873, 1.25387, 1.2713392587, 365.0
0.06398, 0.28502, 0.89919, 0.945448304721, 366.0
0.04369, 0.31505, 0.79181, 0.853304397446, 367.0
0.00125, 0.27214, 0.82603, 0.869705296638, 368.0
-0.16965, 0.0815, 1.00899, 1.02639378048, 369.0
-0.03201, -0.19687, 0.93105, 0.952174637081, 370.0
0.2115, -0.29544, 0.64633, 0.741457694343, 371.0
0.08064, -0.00297, 0.94748, 0.950910080344, 372.0
-0.06567, 0.05532, 1.23401, 1.23699374752, 373.0
-0.11059, 0.26156, 1.02359, 1.06225245107, 374.0
-0.03635, 0.27319, 0.84145, 0.885433340856, 375.0
0.10131, 0.08007, 1.02609, 1.0341835471, 376.0
0.1501, -0.22441, 1.27231, 1.30063930211, 377.0
-0.16622, -0.25955, 0.85513, 0.908978881933, 378.0
-0.17725, -0.03116, 0.66215, 0.686171356587, 379.0
-0.00285, -0.03069, 1.1382, 1.13861724851, 380.0
0.03636, 0.15528, 1.10756, 1.11898305689, 381.0
0.03565, 0.31681, 0.69606, 0.765597167053, 382.0
-0.01376, 0.26662, 0.80183, 0.845107632731, 383.0
-0.16413, 0.0864, 1.03746, 1.05391027536, 384.0
-0.12021, -0.22431, 1.23321, 1.2591951097, 385.0
0.17611, -0.2373, 0.72898, 0.786598920988, 386.0
0.21158, -0.08283, 0.6704, 0.70785808274, 387.0
-0.01147, 0.14952, 0.90833, 0.920625428825, 388.0
-0.09679, 0.32333, 0.8583, 0.922274082364, 389.0
0.04202, 0.21011, 0.87908, 0.904816853789, 390.0
0.19257, 0.01439, 1.01389, 1.03211588937, 391.0
0.06816, -0.2784, 0.96102, 1.00285182654, 392.0
-0.10098, -0.15318, 0.74423, 0.766511164759, 393.0
-0.01459, 0.07404, 1.26121, 1.26346565201, 394.0
0.05053, 0.30112, 0.90112, 0.951443003916, 395.0
0.00262, 0.26615, 0.82, 0.862115239919, 396.0
-0.15929, 0.08916, 1.01919, 1.03540864677, 397.0
-0.23755, -0.11022, 1.1052, 1.13580169524, 398.0
0.04234, -0.35386, 0.97928, 1.04211270676, 399.0
0.1118, -0.3613, 1.19733, 1.25564169208, 400.0
0.13565, -0.07576, 0.73479, 0.751037178973, 401.0
0.04214, -0.00173, 0.91501, 0.91598148049, 402.0
-0.0759, 0.1748, 1.06677, 1.08365773328, 403.0
-0.10135, 0.34434, 0.82892, 0.903299631628, 404.0
-0.06238, 0.31735, 0.80181, 0.864581727195, 405.0
0.0464, 0.21056, 0.9286, 0.95330290758, 406.0
0.14581, 0.07325, 0.99124, 1.00458093561, 407.0
0.08893, -0.26707, 1.40218, 1.43015512522, 408.0
-0.06501, -0.2708, 0.64206, 0.699857116632, 409.0
-0.05794, -0.04199, 1.0228, 1.02529997742, 410.0
0.04959, 0.205, 1.20065, 1.21903428606, 411.0
0.07109, 0.2857, 0.92422, 0.969979838193, 412.0
0.00053, 0.24114, 0.82576, 0.860249009357, 413.0
-0.0788, 0.17346, 1.01261, 1.03037702988, 414.0
-0.11653, 0.15049, 1.05572, 1.07274004279, 415.0
-0.01365, -0.14309, 0.91272, 0.92396908444, 416.0
0.10974, -0.49446, 1.18101, 1.28503625603, 417.0
0.18383, -0.22964, 0.9002, 0.947041730073, 418.0
-0.0221, 0.14375, 0.89727, 0.908980706836, 419.0
-0.12751, 0.32174, 0.98582, 1.04480452722, 420.0
-0.10544, 0.34806, 0.83677, 0.912385549042, 421.0
-0.07448, 0.35447, 0.75964, 0.84157541605, 422.0
0.02668, 0.21283, 0.94606, 0.970071108167, 423.0
0.1445, 0.07869, 0.99884, 1.01230119614, 424.0
0.04087, -0.25308, 1.25662, 1.28250289189, 425.0
-0.16805, -0.26796, 0.80004, 0.860294929486, 426.0
-0.1597, -0.04338, 0.64164, 0.66263700772, 427.0
-0.02197, 0.14792, 0.83113, 0.844476218848, 428.0
0.08383, 0.29915, 1.00515, 1.0520668771, 429.0
-0.04453, 0.24217, 0.90435, 0.937271653418, 430.0
-0.07347, -0.11241, 1.04759, 1.05616223048, 431.0
0.16098, -0.48678, 1.21409, 1.31790889552, 432.0
0.19779, -0.26409, 0.92314, 0.980332531236, 433.0
0.0001, 0.01549, 1.20118, 1.20127987684, 434.0
-0.13689, 0.18564, 1.19181, 1.21392428009, 435.0
-0.10022, 0.2938, 0.92659, 0.97720597445, 436.0
-0.01818, 0.22794, 0.9336, 0.9611951498, 437.0
0.03505, 0.18025, 0.97907, 0.996140868502, 438.0
0.08514, 0.17924, 0.99742, 1.01696728246, 439.0
0.1056, -0.10898, 1.10681, 1.11716443575, 440.0
-0.09552, -0.48447, 1.23269, 1.32791561758, 441.0
-0.1635, -0.23304, 1.07867, 1.11560246526, 442.0
-0.04303, -0.00509, 1.13596, 1.13678608832, 443.0
0.03917, 0.21269, 1.11511, 1.13588803898, 444.0
-0.02899, 0.23693, 0.91704, 0.94759622551, 445.0
-0.11873, 0.15372, 0.99584, 1.01460532075, 446.0
-0.10389, -0.25122, 1.23291, 1.26252591601, 447.0
0.12764, -0.55907, 1.61664, 1.71533557186, 448.0
0.18654, -0.27105, 0.89914, 0.957453922494, 449.0
0.05252, -0.02067, 0.99571, 0.997308379289, 450.0
-0.12288, 0.23142, 1.21293, 1.2409084961, 451.0
-0.11737, 0.31281, 0.99233, 1.04706477445, 452.0
-0.03367, 0.26278, 0.94365, 0.980133827495, 453.0
